species	SeqCRZa_100	SeqCRZa_101	SeqCRZa_102	SeqCRZa_103	SeqCRZa_104	SeqCRZa_105	SeqCRZa_106	SeqCRZa_107	SeqCRZa_108	SeqCRZa_10	SeqCRZa_11	SeqCRZa_12	SeqCRZa_13	SeqCRZa_14	SeqCRZa_15	SeqCRZa_16	SeqCRZa_17	SeqCRZa_18	SeqCRZa_19	SeqCRZa_1	SeqCRZa_20	SeqCRZa_21	SeqCRZa_22	SeqCRZa_23	SeqCRZa_24	SeqCRZa_25	SeqCRZa_26	SeqCRZa_27	SeqCRZa_28	SeqCRZa_29	SeqCRZa_2	SeqCRZa_30	SeqCRZa_31	SeqCRZa_32	SeqCRZa_33	SeqCRZa_34	SeqCRZa_35	SeqCRZa_36	SeqCRZa_37	SeqCRZa_38	SeqCRZa_39	SeqCRZa_3	SeqCRZa_40	SeqCRZa_41	SeqCRZa_42	SeqCRZa_43	SeqCRZa_44	SeqCRZa_45	SeqCRZa_46	SeqCRZa_47	SeqCRZa_48	SeqCRZa_49	SeqCRZa_4	SeqCRZa_50	SeqCRZa_51	SeqCRZa_52	SeqCRZa_53	SeqCRZa_54	SeqCRZa_55	SeqCRZa_56	SeqCRZa_57	SeqCRZa_58	SeqCRZa_59	SeqCRZa_5	SeqCRZa_60	SeqCRZa_61	SeqCRZa_62	SeqCRZa_63	SeqCRZa_64	SeqCRZa_65	SeqCRZa_66	SeqCRZa_67	SeqCRZa_68	SeqCRZa_69	SeqCRZa_6	SeqCRZa_70	SeqCRZa_71	SeqCRZa_72	SeqCRZa_73	SeqCRZa_74	SeqCRZa_75	SeqCRZa_76	SeqCRZa_77	SeqCRZa_78	SeqCRZa_79	SeqCRZa_7	SeqCRZa_80	SeqCRZa_81	SeqCRZa_82	SeqCRZa_83	SeqCRZa_84	SeqCRZa_85	SeqCRZa_86	SeqCRZa_87	SeqCRZa_88	SeqCRZa_8	SeqCRZa_90	SeqCRZa_91	SeqCRZa_92	SeqCRZa_93	SeqCRZa_94	SeqCRZa_95	SeqCRZa_96	SeqCRZa_97	SeqCRZa_98	SeqCRZa_99	SeqCRZa_9
Parabacteroides_merdae	2.17041	2.15803	0.49568	2.13885	2.62956	7.45257	0.01378	1.35292	0	1.07396	0.00467	0.05503	0.10034	0.96066	0	0	3.36123	0.00824	1.21332	0	0.39785	0.56538	0.27922	1.34686	0	0.46199	2.978	1.72476	0.89412	0.38271	0	0.02857	0.05889	0.1854	0.10455	0.06479	0.00693	0.37874	0	0.34557	8.80877	1.03712	3.76738	0	0.15769	0.01977	0	0.56394	0.77465	0.01496	0.13246	0.23117	0.24051	0.51598	0.3759	0.02276	0.05722	1.33102	0.00336	1.77381	0.00356	0.49894	2.64658	0.12551	0.17182	0.01929	0.21052	0.03173	0.05996	0.14233	3.32135	0	2.19518	0	0	0.08308	0.51199	2.55308	0.06968	3.18102	0.36062	0	0.02216	0.83972	1.62724	0.01934	2.83157	0	0	0.03123	0	0	0.33944	10.56408	0	0.03488	0.49122	0	0	0	0.34961	0.83424	3.39749	2.16197	1.6096	0	0.37024
Parabacteroides_unclassified	0	0.40188	0.10424	0	0	0	0	0	0	0.70482	0.23435	0	0.12305	0	0.14782	0.02592	0	1.13871	0	0	0	0	0	0	0.00784	0.59912	0	0.40555	0.15755	0.09845	0.05555	0.60472	0.06741	0.24907	0	0	0.15936	0	0.12348	0	0	0	0	0.40489	0	0.87057	0.15775	0	0	2.58658	0	0	0	0	0.25199	0.97731	2.47456	0	1.5995	0	0.23539	0.96532	0	0	0	0.85835	0	0	0.08539	0	0	0.98188	0	0.0338	0.02225	0.09079	0	0	0	0	0	0	0.42137	0	0	0.08448	0	0	2.63043	5.69652	0.15117	3.37042	0.57445	0	0	0	0	0.69732	0.72268	1.90627	0.13634	0	0	0	0	2.50951	0
Porphyromonas_asaccharolytica	0	0	0	0	0	0	0.36232	0	0	0	0	0	0	0	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122	0	0	0	0	0	0	0	0	0.00553	0	0	0	0	0.58478	0	0	0	0.00187	0	0	0	0	0	0	0.02481	0	0	0.03042	0	0	0.00481	0	0	0	0	0	0.0684	0.00789	0	0	0	0	0	0	0	0	0	0	0.01108	0	0	0	0	0	0	0.09665	0	0	0	0	0	0	0	0	0	0	0	0	0.16453	0	0	0	0	0	0	0	0	0
Porphyromonas_bennonis	0	0	0	0	0	0	0.07675	0	0	0	0	0	0	0	0.00273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02386	0	0.00623	0	0	0.5517	0	0	0	0.00382	0	0	0.00196	0	0	0	0	0	0.00279	0.07685	0	0	0	0	0	0	0.00765	0	1.24344	0.00728	0.00059	0	0	0	0	0	0	0	0	0	0.09709	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0	0.04093	0	0	0	0	0	0	0	0	0
Porphyromonas_endodontalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas_somerae	0	0	0	0	0	0	0.11448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00956	0	0	0	0	0.20817	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas_uenonis	0	0	0	0	0	0	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11429	0	0	0	0	0	0	0	0	0	0	0.01982	0	0	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0	0	0	0.00562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11497	0	0	0	0	0	0	0	0.01506	0
Tannerella_forsythia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alloprevotella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraprevotella_clara	0.09705	0	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	0	0.46038	0.72388	0	0	0	0	0.18372	0.11611	0	1.02091	0.3589	0	0.34765	0.06242	0	0.23275	0	0	0	0	0	0	0	0	0	0.02977	0.00216	0	0	0.02713	0	0.004	0.0234	0	0.01591	0.02861	0	0	0.11734	0	0.07521	0.07859	0	0.04393	0	0	0	0.11885	0	0.03121	0.01513	0	0.00353	0	0.00437	0.20102	0	0	0	0.04478	0.01912	0.00268	0	0.10186	0	0	0.20746	0.0366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87355	0	0	0.03165
Paraprevotella_unclassified	0.36879	0	0	0	0	0	0	0	0	0	0.04358	0	0	0	0	0	0.88765	4.04207	0	0	0	0	0.34306	0.53196	0	0.97123	0.45046	0	0.45335	0.31867	0	0.86737	0	0	0	0	0	0.02634	0	0	0	0.11655	0.05316	0	0	0.11785	0	0.06914	0.10094	0	0.11558	0.14135	0	0.03631	0.30308	0	0.27844	0.62598	0	0.0615	0	0.20812	0	0.45557	0.00655	0.12147	0.04379	0	0.06248	0	0.05739	0.86709	0.39262	0	0	0.08912	0.1271	0.03708	0	0.42294	0	0	0.6258	0.15446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20939	0	0	0.1435
Paraprevotella_xylaniphila	0.00405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00652	0.08552	0	0	0	0	0.01618	0.002	0	0.13143	0.05022	0	0.07316	0	0	0	0	0	0	0	0	0	0	0	0	0.00101	0	0	0	0	0	0	0	0	0	0	0	0	0.00424	0	0.0062	0.00197	0	0.00416	0	0	0	0.00267	0	0	0	0	0	0	0	0.00423	1.4504	0	0	0	0	0	0	0.00819	0	0	0	0.00815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19196	0	0	0.00278
Prevotella_baroniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_bergensis	0	0	0	0	0	0	0.00598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00231	0.00711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08483	0	0	0	0	0	0	0	0	0.05794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08675	0
Prevotella_buccalis	0	0	0	0	0	0	0.02631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09881	0	0	0	0.00124	0	0	0	0	0	0	0.00664	0	0	0.00668	0	0	0.00624	0	0	0	0	0	0.1589	0	0	0	0	0	0	0	0	0	0	0	0.00343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14285	0	0	0	0	0	0	0	0.006	0
Prevotella_copri	1.87796	0	0	0	0	14.07196	0	0	0	30.19053	11.30868	56.93957	15.31985	12.84983	32.58384	53.48458	10.16041	11.15486	0.97952	76.98061	9.16113	0.41421	31.90218	13.45885	2.71657	0	0	12.86895	3.66081	53.97221	48.65239	6.86478	39.27538	1.58279	54.67455	2.94416	52.58015	0.07328	56.572	1.46503	0.04379	45.26491	0.21842	17.27704	66.85607	1.48308	0.38185	16.55614	53.42211	4.70028	70.25518	32.23086	31.59584	19.67031	24.57313	1.19076	6.71121	33.34416	12.6887	2.3542	12.89672	22.9663	8.34785	16.87161	45.02772	0.64935	2.01057	0	39.89673	13.55921	0.38561	0	0	48.27609	45.89127	12.94797	22.84944	0.0974	19.87686	0	10.63254	40.83423	6.92416	11.1769	10.57283	53.00124	3.21607	0.2911	5.53613	0	0	0	0	0	0	10.08698	0	0	0	0	0	0	0	0	0	0	20.70181
Prevotella_disiens	0	0	0	0	0	0	0.00644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00223	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04462	0	0	0	0	0	0	0	0	0.00391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02824	0	0	0	0	0	0	0	0.0016	0
Prevotella_stercorea	0	0	0	0	0	0	0	0	0	4.91398	2.29871	0.13612	0.06591	0	0.03757	2.82476	15.14243	0.00247	0	0.14794	0	0	11.65462	5.06592	0.02228	2.90676	0	0	0	0.92006	3.20253	0.01995	1.61524	0	1.31471	0.09071	1.58756	0.00031	0.2187	0.00176	1.469	2.8982	6.60867	5.17124	0	0.12534	0.02924	1.79191	0.00031	2.13841	8.30136	3.9624	2.50551	0	1.84756	0	0.61786	0.01003	0.86432	0.87922	0.01843	4.36922	0	0.01526	6.33181	0	0.23848	0.39643	0.58614	0.95204	0	0	10.56123	0.92884	6.80385	1.39923	2.44582	0.0581	0.02736	0	0.00681	3.92754	0.0027	2.32329	0	0.0514	0	0	0	0	0	0	0	0	0	1.04083	0	0	0	0	0	0	0	0	0	0	0.40481
Prevotella_timonensis	0	0	0	0	0	0	0.16869	0	0	0	0	0	0	0	0.00261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11249	0	0	0	0	0	0	0	0	0	0	0.13984	0	0	0	0	0	0	0	0	0	0	0	0.10906	0	0	0	0	0	0	0	0	0	0	0	0.1435	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes_finegoldii	0.04363	0	0	0	0	0	0	0.02315	0.28129	0.29533	0.00661	0	0.03087	0.06691	0.00206	0	0.7342	0.14592	0.1893	0	0.03657	0.09983	0.1538	0.10078	0.00115	0.32595	0.37036	0.58776	0.6912	0.13183	0	0.0277	0	1.64114	0.04978	0	0	0.05895	0	0.095	1.35365	0	0.1734	0.09043	0.00284	0.06827	0	0.18856	0.0181	0	0	0.0003	0.0017	0	0.25363	0.37385	0	0.00989	0	0.04668	0	0	0.66493	0.013	0.03722	0.08314	0.00972	0.40571	0	0.10621	0.08399	0.43254	0.07903	0	0	0	0.0222	0.14499	0	2.94728	0.05386	0	0	0	0.24756	0.0065	0.01898	0.23397	0	0	0	0	0.01214	0	0	0.00572	0	0	0.08083	0	0	0.40169	0.04265	0	0	0.05723	0.01181
Alistipes_indistinctus	0.78919	0.11704	0.0166	0	0.0349	1.39881	0.07864	0	0.07985	0	0.04556	0	0	0	0	0	0.4207	0.1223	0.059	0	0	0.03095	0	0	0	0.03275	0.01923	0	0.3937	0	0	0.30378	0	3.03477	0	0	0	0.00906	0	0	0.75608	0	0.43891	0.01412	0	0	0	0	0	0	0.0406	0	0	0	0.0039	0	0	0.00274	0	0.00247	0	0	0.10644	0.10093	0	0.00751	0	0.11684	0	0	0.1352	0.46898	0	0	0	0	0.01355	0.13203	0	0.34903	0	0	0	0	0	0	0.04251	0.20833	0.00542	0.66558	0	1.10275	0.00049	0	0.28625	0	0	0.09611	0.2071	0.02308	0.0659	0.03983	0.0168	0.00378	0	0.26077	0
Alistipes_onderdonkii	1.51464	0	0	0.60898	0	0	0	0.30463	0.11059	0.01848	0	0	0	0.06538	0.00628	0	0	0.13472	1.18334	0	0.04849	0.50432	0.06834	0.26561	0.00234	1.88948	0.16045	0	0.76442	0	0	0.02297	0	5.07342	0.01253	0	0	0.01294	0	0	7.22832	0.0036	1.22052	0.74293	0.00292	0.01554	0	0.01407	0.01094	0	0	0	0	0	0.0028	0	0	0.55323	0	0.22949	0	0	0.44667	0	0.00661	0.67474	0.03718	0.53755	0	0	0.06063	0.88115	0.02251	0	0	0.19639	0.0438	0.11044	0.03698	0	0.00114	0	0	0	0.06347	0	0	0.11788	0	0	0	0	0.44395	0	0.00687	0	0	0	1.51456	2.13925	5.25261	0.42356	0.70249	0	0	1.82305	0.00945
Alistipes_putredinis	2.82897	8.75301	1.97049	2.73001	0.03398	11.92215	5.25455	2.04768	9.07614	0.27164	0	0.01243	0.08301	0.22764	0	0	0	0.02431	4.97906	0	0.11142	2.08142	2.03388	1.04953	0.0137	1.34929	9.41361	6.20031	7.96403	0.05996	0	0.68681	0	14.11102	0.13316	0.00649	0	0.0303	0	0.17954	2.07175	0	0.12484	0.04864	0	0.25615	0	0.0043	0.03272	0	0	0.03084	0.0004	0	3.99682	0.02728	0.19431	0.32706	0.03392	0.67566	0	0.26447	6.94549	0.02145	0.08558	12.22529	0.08995	0.19697	0.01178	0.02815	0.28685	10.00661	0.03301	0	0	0.09177	0	3.7719	0.02549	14.21084	0.02864	0	0.01761	0.24414	13.04547	0	4.17228	0.01995	0	0	0	0	0	0	2.06023	0.01694	0	1.75223	0	0	18.03493	1.49408	6.86532	0.02017	0.02116	0	0.11759
Alistipes_senegalensis	0.06615	0.11009	0	0.0006	0.06056	0.00842	0	0	0.0297	0.16212	0.00033	0.0004	0.0027	0.01487	0	0	0	0.42921	0.00595	0	0.00504	0.00198	0	0.02349	0.03273	0.05399	0.01132	0.02053	0.19393	0.35558	0	0.1448	0	0.11065	0.00457	0	0	0.04932	0.01169	0.06157	0.8484	0.00091	0.20789	0.00051	0.00485	0.0626	0	0.00885	0.00691	0.36127	0	0.00149	0.0137	0	0.07565	0.48193	0.01459	0.00902	0.03779	0.0497	0.00582	0	0.02759	0.30526	0.03454	0.0316	0.07453	0.13788	0.01512	0.09936	0.17093	0.09801	0.00748	0.00616	0	0.01091	0.03985	0.04974	0	0.04027	0.00105	0	0.38207	0.00613	0	0	0.01261	0.07297	0	0	0	0	0	0	0	0	0	0	0	0.00213	0.22483	0.00096	0.00107	0	0.00059	0	0.09272
Alistipes_shahii	0.47847	2.30647	0.29167	0.08262	0	2.16386	1.11562	0	1.93228	0.75615	0.02137	0.02534	0.55027	0.0989	0	0.00945	1.56336	7.34387	0.36332	0.00852	0.04605	0.16414	0.11872	0.08561	0.0047	0.51299	0.57499	0.88193	0.89237	0.27386	0	0.88474	0.04263	2.169	0.16176	0	0.01018	0.13579	0.19096	0.08392	1.16732	0.001	1.30747	0.0842	0.00205	0.12474	0.04298	0.44661	0.02653	0.10907	0	0.01188	0.0159	0.08082	0.71629	0.61719	0.00405	0.01731	0.06767	0.31656	0.02012	0.07618	1.46658	0.39013	0.06594	1.746	0.11538	1.19172	0.04285	0.24986	0.29489	2.04844	0.58485	0	0	0.03482	0.31069	0.25886	0.11832	1.82669	0.13251	0.05667	0.19258	0.13447	1.45302	0.30785	0.14703	3.99548	0	0	0	0	0	0.15765	0	0.17086	0	0.68006	0	0.00417	0.27731	0.64888	0.28759	0	0.13389	0	0.00325
Alistipes_sp_AP11	0	0	0	0	0	0.36418	1.17338	0	0	0	0	0	0	0.20785	0	0	0	0	0	0	0.20051	0	0	0	0	0	0	0	0.3704	0	0	0	0	0.89961	0	0	0	0.22266	0	0	0	0	0	0.71512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27911	0	0	0	0	0	1.4513	0	0	0	0	0	0	0	1.12053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75417	0	0	0	0	0	0
Alistipes_unclassified	0	0	0	0	1.84361	0	0	0	0	0	0	0	0	0	0.00748	0.00961	0	0	0	0	0	0	0	0	0.05966	0	0	0	0	0	0.0105	0	0	0	0	0.00143	0	0	0	0	0	0.00705	0	0	0.02176	0	0	0	0	0.42151	0	0.00104	0	0	0	0	0	0	0	0	0.07244	0	0	0	0	0	0	0	0	0	0.0172	0	0	0	0	0	0	0	0	0	0	0	0.03732	0	0	0	0	0	0	0	0	0.79161	0.04113	0.08576	0	0	0	0	0.45689	0.51242	0	0	0	0	0.02362	0.16478	0
candidate_division_TM7_single_cell_isolate_TM7b	0.002	0	0	0	0	0.00975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00683	0	0	0.0032	0	0	0	0	0	0	0	0	0
candidate_division_TM7_single_cell_isolate_TM7c	0.00819	0	0	0	0	0.02751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00065	0	0	0.00272	0	0	0	0	0	0	0	0.00176	0	0	0.00546	0	0.00523	0.0059	0	0	0	0	0.00967	0	0.00105	0	0	0	0.00318	0.00362	0	0	0	0	0	0.01153	0.00839	0	0	0.01008	0	0.00168	0.01116	0	0	0	0	0	0	0.00361	0	0
Gemella_unclassified	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella_unclassified	0	0	0.00623	0	0	0	0	0	0	0	0	0	0	0.00211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01002	0	0	0	0.01181	0	0	0	0	0	0	0.00422	0	0	0	0	0.00127	0	0	0.01109	0.00483	0	0	0	0	0	0	0	0.00214	0	0	0	0	0.0011	0	0	0	0.00525	0	0	0	0	0.00447	0	0	0	0	0	0	0	0	0	0	0	0	0.00087	0.00469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_avium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_acidophilus	0	0	0	0	0	0.01657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_casei_paracasei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10897	0	0	0	0	0	0	0	0	0.01911	0	0	0	0	0	0
Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00435	0	0	0	0	0	0
Lactobacillus_iners	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_mucosae	0	0	0	0.07141	0	0	0.32252	0	0.00685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01331	0	0	0.13912	0	0	0.15288	0	0	0	0	0	0.01131	0	0	0	0	0	0	0	0	0.01958	0.00848	0	0	0	0	0	0	0	0	0	0	0	0	0.29217	0.67059	0	0	0	0.05582	0	0	0	0	0	0.32795	0	0	0	0	0	0	0	0	0	0	0.39267	0	0	0	0	0	0	0	0	0.00711	0	0	0	0	0	0	0	0	0
Lactobacillus_ruminis	0	0	0	0	0	0.03625	0	0	0	1.13892	1.51046	0.63215	3.06128	0	9.97149	0.97358	0.8706	0	0	1.17178	0	0	1.91197	0.23645	0	0	0	0	0	1.0292	1.2997	0	0.18803	0	1.52984	1.72673	0	5.09755	0	4.15684	0	0.66821	0	0.89595	0	0	0	1.07089	0	0.00621	0.0164	0.47806	1.21508	1.93746	0.3688	1.86607	1.22641	0.84568	0	2.66379	1.52402	0	0	0.60741	0.67187	0	4.76305	0	4.12283	0.95615	7.75879	0.78763	1.68941	0.59946	0.05988	3.88568	2.15617	3.96988	4.17649	0	1.92309	0.01913	0.4889	0	0.33667	0.56549	0.83964	0	0	0	0	0	0	0	0	0.12526	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377	0	0	0	0	0	0	0	0	0	0	0	0.01075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00195	0	0	0	0	0	0	0	0.02296
