plate.id,substrates,Class,Time.h,Species,OD590
E12,L-Threonine,Amino acids,24,B. ovatus,0.291
F12,Glycyl-L-glutamic Acid,Amino acids,24,B. ovatus,0.322
G12,Phenethylamine,Amines,24,B. ovatus,0.268
H12,Putrescine,Amines,24,B. ovatus,0.272
A1,Water,Water,36,B. ovatus,0.212
B1,Methyl pyruvate,Carboxylic acids,36,B. ovatus,0.884
C1,Tween 40,Polymers,36,B. ovatus,0.196
D1,Tween 80,Polymers,36,B. ovatus,0.203
E1,Alpha-Cyclodextrin,Polymers,36,B. ovatus,0.362
F1,Glycogen,Polymers,36,B. ovatus,0.235
G1,D-Cellobiose,Carbohydrates,36,B. ovatus,0.733
H1,Alpha-D-Lactose,Carbohydrates,36,B. ovatus,1.101
A2,Beta-Methyl-D-Glucoside,Carbohydrates,36,B. ovatus,0.236
B2,D-Xylose,Carbohydrates,36,B. ovatus,0.524
C2,I-Erythritol,Carbohydrates,36,B. ovatus,0.22
D2,D-Mannitol,Carbohydrates,36,B. ovatus,0.217
E2,N-Acetyl-D-glucosamine,Carbohydrates,36,B. ovatus,0.24
F2,D-Glucosaminic acid,Carboxylic acids,36,B. ovatus,0.222
G2,Glucose-1-Phosphate,Carbohydrates,36,B. ovatus,0.698
H2,Alpha-Glycerol-Phosphate,Carbohydrates,36,B. ovatus,0.203
A3,D-Galactoic acid-gamma-lactone,Carbohydrates,36,B. ovatus,0.228
B3,D-Galacturonic acid,Carboxylic acids,36,B. ovatus,0.247
C3,2-Hydroxybenzoic Acid,Phenolic acids,36,B. ovatus,0.246
D3,4-Hydroxybenzoic acid,Phenolic acids,36,B. ovatus,0.248
E3,gamma-Hydroxy-Butyric Acid,Carboxylic acids,36,B. ovatus,0.245
F3,Itaconic acid,Carboxylic acids,36,B. ovatus,0.252
G3,Alpha-Ketobutyric acid,Carboxylic acids,36,B. ovatus,1.042
H3,D-Malic acid,Carboxylic acids,36,B. ovatus,0.26
A4,L-Arginine,Amino acids,36,B. ovatus,0.217
B4,L-Asparagine,Amino acids,36,B. ovatus,0.229
C4,L-Phenylalanine,Amino acids,36,B. ovatus,0.246
D4,L-Serine,Amino acids,36,B. ovatus,0.246
E4,L-Threonine,Amino acids,36,B. ovatus,0.268
F4,Glycyl-L-glutamic Acid,Amino acids,36,B. ovatus,0.299
G4,Phenethylamine,Amines,36,B. ovatus,0.233
H4,Putrescine,Amines,36,B. ovatus,0.234
A5,Water,Water,36,B. ovatus,0.228
B5,Methyl pyruvate,Carboxylic acids,36,B. ovatus,1.078
C5,Tween 40,Polymers,36,B. ovatus,0.182
D5,Tween 80,Polymers,36,B. ovatus,0.206
E5,Alpha-Cyclodextrin,Polymers,36,B. ovatus,0.413
F5,Glycogen,Polymers,36,B. ovatus,0.242
G5,D-Cellobiose,Carbohydrates,36,B. ovatus,0.823
H5,Alpha-D-Lactose,Carbohydrates,36,B. ovatus,0.933
A6,Beta-Methyl-D-Glucoside,Carbohydrates,36,B. ovatus,0.254
B6,D-Xylose,Carbohydrates,36,B. ovatus,0.584
C6,I-Erythritol,Carbohydrates,36,B. ovatus,0.242
D6,D-Mannitol,Carbohydrates,36,B. ovatus,0.245
E6,N-Acetyl-D-glucosamine,Carbohydrates,36,B. ovatus,0.267
F6,D-Glucosaminic acid,Carboxylic acids,36,B. ovatus,0.238
G6,Glucose-1-Phosphate,Carbohydrates,36,B. ovatus,0.756
H6,Alpha-Glycerol-Phosphate,Carbohydrates,36,B. ovatus,0.215
A7,D-Galactoic acid-gamma-lactone,Carbohydrates,36,B. ovatus,0.236
B7,D-Galacturonic acid,Carboxylic acids,36,B. ovatus,0.249
C7,2-Hydroxybenzoic Acid,Phenolic acids,36,B. ovatus,0.26
D7,4-Hydroxybenzoic acid,Phenolic acids,36,B. ovatus,0.258
E7,gamma-Hydroxy-Butyric Acid,Carboxylic acids,36,B. ovatus,0.244
F7,Itaconic acid,Carboxylic acids,36,B. ovatus,0.247
G7,Alpha-Ketobutyric acid,Carboxylic acids,36,B. ovatus,1.051
H7,D-Malic acid,Carboxylic acids,36,B. ovatus,0.249
A8,L-Arginine,Amino acids,36,B. ovatus,0.219
B8,L-Asparagine,Amino acids,36,B. ovatus,0.23
C8,L-Phenylalanine,Amino acids,36,B. ovatus,0.24
D8,L-Serine,Amino acids,36,B. ovatus,0.246
E8,L-Threonine,Amino acids,36,B. ovatus,0.269
F8,Glycyl-L-glutamic Acid,Amino acids,36,B. ovatus,0.309
G8,Phenethylamine,Amines,36,B. ovatus,0.239
H8,Putrescine,Amines,36,B. ovatus,0.23
A9,Water,Water,36,B. ovatus,0.232
B9,Methyl pyruvate,Carboxylic acids,36,B. ovatus,1.061
C9,Tween 40,Polymers,36,B. ovatus,0.189
D9,Tween 80,Polymers,36,B. ovatus,0.216
E9,Alpha-Cyclodextrin,Polymers,36,B. ovatus,0.445
F9,Glycogen,Polymers,36,B. ovatus,0.257
G9,D-Cellobiose,Carbohydrates,36,B. ovatus,0.847
H9,Alpha-D-Lactose,Carbohydrates,36,B. ovatus,1.001
A10,Beta-Methyl-D-Glucoside,Carbohydrates,36,B. ovatus,0.243
B10,D-Xylose,Carbohydrates,36,B. ovatus,0.605
C10,I-Erythritol,Carbohydrates,36,B. ovatus,0.238
D10,D-Mannitol,Carbohydrates,36,B. ovatus,0.243
E10,N-Acetyl-D-glucosamine,Carbohydrates,36,B. ovatus,0.263
F10,D-Glucosaminic acid,Carboxylic acids,36,B. ovatus,0.241
G10,Glucose-1-Phosphate,Carbohydrates,36,B. ovatus,0.774
H10,Alpha-Glycerol-Phosphate,Carbohydrates,36,B. ovatus,0.227
A11,D-Galactoic acid-gamma-lactone,Carbohydrates,36,B. ovatus,0.232
B11,D-Galacturonic acid,Carboxylic acids,36,B. ovatus,0.253
C11,2-Hydroxybenzoic Acid,Phenolic acids,36,B. ovatus,0.252
D11,4-Hydroxybenzoic acid,Phenolic acids,36,B. ovatus,0.257
E11,gamma-Hydroxy-Butyric Acid,Carboxylic acids,36,B. ovatus,0.25
F11,Itaconic acid,Carboxylic acids,36,B. ovatus,0.25
G11,Alpha-Ketobutyric acid,Carboxylic acids,36,B. ovatus,1.087
H11,D-Malic acid,Carboxylic acids,36,B. ovatus,0.258
A12,L-Arginine,Amino acids,36,B. ovatus,0.223
B12,L-Asparagine,Amino acids,36,B. ovatus,0.212
C12,L-Phenylalanine,Amino acids,36,B. ovatus,0.224
D12,L-Serine,Amino acids,36,B. ovatus,0.225
E12,L-Threonine,Amino acids,36,B. ovatus,0.256
F12,Glycyl-L-glutamic Acid,Amino acids,36,B. ovatus,0.331
G12,Phenethylamine,Amines,36,B. ovatus,0.237
H12,Putrescine,Amines,36,B. ovatus,0.256
A1,Water,Water,60,B. ovatus,0.219
B1,Methyl pyruvate,Carboxylic acids,60,B. ovatus,0.888
C1,Tween 40,Polymers,60,B. ovatus,0.192
D1,Tween 80,Polymers,60,B. ovatus,0.214
E1,Alpha-Cyclodextrin,Polymers,60,B. ovatus,0.419
F1,Glycogen,Polymers,60,B. ovatus,0.248
G1,D-Cellobiose,Carbohydrates,60,B. ovatus,0.956
H1,Alpha-D-Lactose,Carbohydrates,60,B. ovatus,1.411
A2,Beta-Methyl-D-Glucoside,Carbohydrates,60,B. ovatus,0.277
B2,D-Xylose,Carbohydrates,60,B. ovatus,0.565
C2,I-Erythritol,Carbohydrates,60,B. ovatus,0.231
D2,D-Mannitol,Carbohydrates,60,B. ovatus,0.229
E2,N-Acetyl-D-glucosamine,Carbohydrates,60,B. ovatus,0.256
F2,D-Glucosaminic acid,Carboxylic acids,60,B. ovatus,0.238
G2,Glucose-1-Phosphate,Carbohydrates,60,B. ovatus,0.794
H2,Alpha-Glycerol-Phosphate,Carbohydrates,60,B. ovatus,0.247
A3,D-Galactoic acid-gamma-lactone,Carbohydrates,60,B. ovatus,0.227
B3,D-Galacturonic acid,Carboxylic acids,60,B. ovatus,0.253
C3,2-Hydroxybenzoic Acid,Phenolic acids,60,B. ovatus,0.265
D3,4-Hydroxybenzoic acid,Phenolic acids,60,B. ovatus,0.261
E3,gamma-Hydroxy-Butyric Acid,Carboxylic acids,60,B. ovatus,0.266
F3,Itaconic acid,Carboxylic acids,60,B. ovatus,0.271
G3,Alpha-Ketobutyric acid,Carboxylic acids,60,B. ovatus,1.239
H3,D-Malic acid,Carboxylic acids,60,B. ovatus,0.383
A4,L-Arginine,Amino acids,60,B. ovatus,0.21
B4,L-Asparagine,Amino acids,60,B. ovatus,0.233
C4,L-Phenylalanine,Amino acids,60,B. ovatus,0.262
D4,L-Serine,Amino acids,60,B. ovatus,0.26
E4,L-Threonine,Amino acids,60,B. ovatus,0.3
F4,Glycyl-L-glutamic Acid,Amino acids,60,B. ovatus,0.337
G4,Phenethylamine,Amines,60,B. ovatus,0.258
H4,Putrescine,Amines,60,B. ovatus,0.279
A5,Water,Water,60,B. ovatus,0.218
B5,Methyl pyruvate,Carboxylic acids,60,B. ovatus,1.078
C5,Tween 40,Polymers,60,B. ovatus,0.176
D5,Tween 80,Polymers,60,B. ovatus,0.208
E5,Alpha-Cyclodextrin,Polymers,60,B. ovatus,0.464
F5,Glycogen,Polymers,60,B. ovatus,0.26
G5,D-Cellobiose,Carbohydrates,60,B. ovatus,0.907
H5,Alpha-D-Lactose,Carbohydrates,60,B. ovatus,1.096
A6,Beta-Methyl-D-Glucoside,Carbohydrates,60,B. ovatus,0.273
B6,D-Xylose,Carbohydrates,60,B. ovatus,0.608
C6,I-Erythritol,Carbohydrates,60,B. ovatus,0.244
D6,D-Mannitol,Carbohydrates,60,B. ovatus,0.253
E6,N-Acetyl-D-glucosamine,Carbohydrates,60,B. ovatus,0.286
F6,D-Glucosaminic acid,Carboxylic acids,60,B. ovatus,0.26
G6,Glucose-1-Phosphate,Carbohydrates,60,B. ovatus,0.864
H6,Alpha-Glycerol-Phosphate,Carbohydrates,60,B. ovatus,0.25
A7,D-Galactoic acid-gamma-lactone,Carbohydrates,60,B. ovatus,0.234
B7,D-Galacturonic acid,Carboxylic acids,60,B. ovatus,0.248
C7,2-Hydroxybenzoic Acid,Phenolic acids,60,B. ovatus,0.265
D7,4-Hydroxybenzoic acid,Phenolic acids,60,B. ovatus,0.253
E7,gamma-Hydroxy-Butyric Acid,Carboxylic acids,60,B. ovatus,0.26
F7,Itaconic acid,Carboxylic acids,60,B. ovatus,0.261
G7,Alpha-Ketobutyric acid,Carboxylic acids,60,B. ovatus,1.233
H7,D-Malic acid,Carboxylic acids,60,B. ovatus,0.365
A8,L-Arginine,Amino acids,60,B. ovatus,0.212
B8,L-Asparagine,Amino acids,60,B. ovatus,0.229
C8,L-Phenylalanine,Amino acids,60,B. ovatus,0.247
D8,L-Serine,Amino acids,60,B. ovatus,0.249
E8,L-Threonine,Amino acids,60,B. ovatus,0.285
F8,Glycyl-L-glutamic Acid,Amino acids,60,B. ovatus,0.342
G8,Phenethylamine,Amines,60,B. ovatus,0.26
H8,Putrescine,Amines,60,B. ovatus,0.275
A9,Water,Water,60,B. ovatus,0.222
B9,Methyl pyruvate,Carboxylic acids,60,B. ovatus,1.035
C9,Tween 40,Polymers,60,B. ovatus,0.181
D9,Tween 80,Polymers,60,B. ovatus,0.216
E9,Alpha-Cyclodextrin,Polymers,60,B. ovatus,0.471
F9,Glycogen,Polymers,60,B. ovatus,0.278
G9,D-Cellobiose,Carbohydrates,60,B. ovatus,0.888
H9,Alpha-D-Lactose,Carbohydrates,60,B. ovatus,1.055
A10,Beta-Methyl-D-Glucoside,Carbohydrates,60,B. ovatus,0.265
B10,D-Xylose,Carbohydrates,60,B. ovatus,0.62
C10,I-Erythritol,Carbohydrates,60,B. ovatus,0.243
D10,D-Mannitol,Carbohydrates,60,B. ovatus,0.247
E10,N-Acetyl-D-glucosamine,Carbohydrates,60,B. ovatus,0.275
F10,D-Glucosaminic acid,Carboxylic acids,60,B. ovatus,0.25
G10,Glucose-1-Phosphate,Carbohydrates,60,B. ovatus,0.83
H10,Alpha-Glycerol-Phosphate,Carbohydrates,60,B. ovatus,0.257
A11,D-Galactoic acid-gamma-lactone,Carbohydrates,60,B. ovatus,0.235
B11,D-Galacturonic acid,Carboxylic acids,60,B. ovatus,0.257
C11,2-Hydroxybenzoic Acid,Phenolic acids,60,B. ovatus,0.27
D11,4-Hydroxybenzoic acid,Phenolic acids,60,B. ovatus,0.254
E11,gamma-Hydroxy-Butyric Acid,Carboxylic acids,60,B. ovatus,0.259
F11,Itaconic acid,Carboxylic acids,60,B. ovatus,0.258
G11,Alpha-Ketobutyric acid,Carboxylic acids,60,B. ovatus,1.211
H11,D-Malic acid,Carboxylic acids,60,B. ovatus,0.375
A12,L-Arginine,Amino acids,60,B. ovatus,0.216
B12,L-Asparagine,Amino acids,60,B. ovatus,0.22
C12,L-Phenylalanine,Amino acids,60,B. ovatus,0.228
D12,L-Serine,Amino acids,60,B. ovatus,0.232
E12,L-Threonine,Amino acids,60,B. ovatus,0.266
F12,Glycyl-L-glutamic Acid,Amino acids,60,B. ovatus,0.357
G12,Phenethylamine,Amines,60,B. ovatus,0.232
H12,Putrescine,Amines,60,B. ovatus,0.29
A1,Water,Water,72,B. ovatus,0.158
B1,Methyl pyruvate,Carboxylic acids,72,B. ovatus,0.811
C1,Tween 40,Polymers,72,B. ovatus,0.141
D1,Tween 80,Polymers,72,B. ovatus,0.161
E1,Alpha-Cyclodextrin,Polymers,72,B. ovatus,0.36
F1,Glycogen,Polymers,72,B. ovatus,0.257
G1,D-Cellobiose,Carbohydrates,72,B. ovatus,0.657
H1,Alpha-D-Lactose,Carbohydrates,72,B. ovatus,1.026
A2,Beta-Methyl-D-Glucoside,Carbohydrates,72,B. ovatus,0.198
B2,D-Xylose,Carbohydrates,72,B. ovatus,0.468
C2,I-Erythritol,Carbohydrates,72,B. ovatus,0.17
D2,D-Mannitol,Carbohydrates,72,B. ovatus,0.166
E2,N-Acetyl-D-glucosamine,Carbohydrates,72,B. ovatus,0.178
F2,D-Glucosaminic acid,Carboxylic acids,72,B. ovatus,0.165
G2,Glucose-1-Phosphate,Carbohydrates,72,B. ovatus,0.597
H2,Alpha-Glycerol-Phosphate,Carbohydrates,72,B. ovatus,0.182
A3,D-Galactoic acid-gamma-lactone,Carbohydrates,72,B. ovatus,0.163
B3,D-Galacturonic acid,Carboxylic acids,72,B. ovatus,0.175
C3,2-Hydroxybenzoic Acid,Phenolic acids,72,B. ovatus,0.211
D3,4-Hydroxybenzoic acid,Phenolic acids,72,B. ovatus,0.195
E3,gamma-Hydroxy-Butyric Acid,Carboxylic acids,72,B. ovatus,0.2
F3,Itaconic acid,Carboxylic acids,72,B. ovatus,0.245
G3,Alpha-Ketobutyric acid,Carboxylic acids,72,B. ovatus,1.019
H3,D-Malic acid,Carboxylic acids,72,B. ovatus,0.38
A4,L-Arginine,Amino acids,72,B. ovatus,0.154
B4,L-Asparagine,Amino acids,72,B. ovatus,0.169
C4,L-Phenylalanine,Amino acids,72,B. ovatus,0.204
D4,L-Serine,Amino acids,72,B. ovatus,0.216
E4,L-Threonine,Amino acids,72,B. ovatus,0.257
F4,Glycyl-L-glutamic Acid,Amino acids,72,B. ovatus,0.291
G4,Phenethylamine,Amines,72,B. ovatus,0.193
H4,Putrescine,Amines,72,B. ovatus,0.214
A5,Water,Water,72,B. ovatus,0.165
B5,Methyl pyruvate,Carboxylic acids,72,B. ovatus,0.918
C5,Tween 40,Polymers,72,B. ovatus,0.161
D5,Tween 80,Polymers,72,B. ovatus,0.193
E5,Alpha-Cyclodextrin,Polymers,72,B. ovatus,0.401
F5,Glycogen,Polymers,72,B. ovatus,0.271
G5,D-Cellobiose,Carbohydrates,72,B. ovatus,0.677
H5,Alpha-D-Lactose,Carbohydrates,72,B. ovatus,0.74
A6,Beta-Methyl-D-Glucoside,Carbohydrates,72,B. ovatus,0.209
B6,D-Xylose,Carbohydrates,72,B. ovatus,0.553
C6,I-Erythritol,Carbohydrates,72,B. ovatus,0.212
D6,D-Mannitol,Carbohydrates,72,B. ovatus,0.207
E6,N-Acetyl-D-glucosamine,Carbohydrates,72,B. ovatus,0.235
F6,D-Glucosaminic acid,Carboxylic acids,72,B. ovatus,0.214
G6,Glucose-1-Phosphate,Carbohydrates,72,B. ovatus,0.632
H6,Alpha-Glycerol-Phosphate,Carbohydrates,72,B. ovatus,0.208
A7,D-Galactoic acid-gamma-lactone,Carbohydrates,72,B. ovatus,0.183
B7,D-Galacturonic acid,Carboxylic acids,72,B. ovatus,0.203
C7,2-Hydroxybenzoic Acid,Phenolic acids,72,B. ovatus,0.238
D7,4-Hydroxybenzoic acid,Phenolic acids,72,B. ovatus,0.232
E7,gamma-Hydroxy-Butyric Acid,Carboxylic acids,72,B. ovatus,0.212
F7,Itaconic acid,Carboxylic acids,72,B. ovatus,0.247
G7,Alpha-Ketobutyric acid,Carboxylic acids,72,B. ovatus,1.018
H7,D-Malic acid,Carboxylic acids,72,B. ovatus,0.386
A8,L-Arginine,Amino acids,72,B. ovatus,0.16
B8,L-Asparagine,Amino acids,72,B. ovatus,0.181
C8,L-Phenylalanine,Amino acids,72,B. ovatus,0.213
D8,L-Serine,Amino acids,72,B. ovatus,0.214
E8,L-Threonine,Amino acids,72,B. ovatus,0.23
F8,Glycyl-L-glutamic Acid,Amino acids,72,B. ovatus,0.308
G8,Phenethylamine,Amines,72,B. ovatus,0.209
H8,Putrescine,Amines,72,B. ovatus,0.218
A9,Water,Water,72,B. ovatus,0.175
B9,Methyl pyruvate,Carboxylic acids,72,B. ovatus,0.955
C9,Tween 40,Polymers,72,B. ovatus,0.17
D9,Tween 80,Polymers,72,B. ovatus,0.201
E9,Alpha-Cyclodextrin,Polymers,72,B. ovatus,0.414
F9,Glycogen,Polymers,72,B. ovatus,0.309
G9,D-Cellobiose,Carbohydrates,72,B. ovatus,0.701
H9,Alpha-D-Lactose,Carbohydrates,72,B. ovatus,0.753
A10,Beta-Methyl-D-Glucoside,Carbohydrates,72,B. ovatus,0.211
B10,D-Xylose,Carbohydrates,72,B. ovatus,0.532
C10,I-Erythritol,Carbohydrates,72,B. ovatus,0.202
D10,D-Mannitol,Carbohydrates,72,B. ovatus,0.214
E10,N-Acetyl-D-glucosamine,Carbohydrates,72,B. ovatus,0.233
F10,D-Glucosaminic acid,Carboxylic acids,72,B. ovatus,0.222
G10,Glucose-1-Phosphate,Carbohydrates,72,B. ovatus,0.627
H10,Alpha-Glycerol-Phosphate,Carbohydrates,72,B. ovatus,0.215
A11,D-Galactoic acid-gamma-lactone,Carbohydrates,72,B. ovatus,0.183
B11,D-Galacturonic acid,Carboxylic acids,72,B. ovatus,0.192
C11,2-Hydroxybenzoic Acid,Phenolic acids,72,B. ovatus,0.208
D11,4-Hydroxybenzoic acid,Phenolic acids,72,B. ovatus,0.197
E11,gamma-Hydroxy-Butyric Acid,Carboxylic acids,72,B. ovatus,0.2
F11,Itaconic acid,Carboxylic acids,72,B. ovatus,0.238
G11,Alpha-Ketobutyric acid,Carboxylic acids,72,B. ovatus,1.034
H11,D-Malic acid,Carboxylic acids,72,B. ovatus,0.418
A12,L-Arginine,Amino acids,72,B. ovatus,0.178
B12,L-Asparagine,Amino acids,72,B. ovatus,0.174
C12,L-Phenylalanine,Amino acids,72,B. ovatus,0.176
D12,L-Serine,Amino acids,72,B. ovatus,0.186
E12,L-Threonine,Amino acids,72,B. ovatus,0.212
F12,Glycyl-L-glutamic Acid,Amino acids,72,B. ovatus,0.298
G12,Phenethylamine,Amines,72,B. ovatus,0.201
H12,Putrescine,Amines,72,B. ovatus,0.254
A1,Water,Water,0,B. vulgatus,0.373
B1,Methyl pyruvate,Carboxylic acids,0,B. vulgatus,0.379
C1,Tween 40,Polymers,0,B. vulgatus,0.35
D1,Tween 80,Polymers,0,B. vulgatus,0.38
E1,Alpha-Cyclodextrin,Polymers,0,B. vulgatus,0.373
F1,Glycogen,Polymers,0,B. vulgatus,0.355
G1,D-Cellobiose,Carbohydrates,0,B. vulgatus,0.351
H1,Alpha-D-Lactose,Carbohydrates,0,B. vulgatus,0.36
A2,Beta-Methyl-D-Glucoside,Carbohydrates,0,B. vulgatus,0.379
B2,D-Xylose,Carbohydrates,0,B. vulgatus,0.404
C2,I-Erythritol,Carbohydrates,0,B. vulgatus,0.355
D2,D-Mannitol,Carbohydrates,0,B. vulgatus,0.362
E2,N-Acetyl-D-glucosamine,Carbohydrates,0,B. vulgatus,0.36
F2,D-Glucosaminic acid,Carboxylic acids,0,B. vulgatus,0.399
G2,Glucose-1-Phosphate,Carbohydrates,0,B. vulgatus,0.356
H2,Alpha-Glycerol-Phosphate,Carbohydrates,0,B. vulgatus,0.376
A3,D-Galactoic acid-gamma-lactone,Carbohydrates,0,B. vulgatus,0.364
B3,D-Galacturonic acid,Carboxylic acids,0,B. vulgatus,0.373
C3,2-Hydroxybenzoic Acid,Phenolic acids,0,B. vulgatus,0.37
D3,4-Hydroxybenzoic acid,Phenolic acids,0,B. vulgatus,0.382
E3,gamma-Hydroxy-Butyric Acid,Carboxylic acids,0,B. vulgatus,0.376
F3,Itaconic acid,Carboxylic acids,0,B. vulgatus,0.385
G3,Alpha-Ketobutyric acid,Carboxylic acids,0,B. vulgatus,0.409
H3,D-Malic acid,Carboxylic acids,0,B. vulgatus,0.39
A4,L-Arginine,Amino acids,0,B. vulgatus,0.365
B4,L-Asparagine,Amino acids,0,B. vulgatus,0.372
C4,L-Phenylalanine,Amino acids,0,B. vulgatus,0.395
D4,L-Serine,Amino acids,0,B. vulgatus,0.378
E4,L-Threonine,Amino acids,0,B. vulgatus,0.388
F4,Glycyl-L-glutamic Acid,Amino acids,0,B. vulgatus,0.37
G4,Phenethylamine,Amines,0,B. vulgatus,0.366
H4,Putrescine,Amines,0,B. vulgatus,0.385
A5,Water,Water,0,B. vulgatus,0.37
B5,Methyl pyruvate,Carboxylic acids,0,B. vulgatus,0.372
C5,Tween 40,Polymers,0,B. vulgatus,0.367
D5,Tween 80,Polymers,0,B. vulgatus,0.364
E5,Alpha-Cyclodextrin,Polymers,0,B. vulgatus,0.386
F5,Glycogen,Polymers,0,B. vulgatus,0.363
G5,D-Cellobiose,Carbohydrates,0,B. vulgatus,0.369
H5,Alpha-D-Lactose,Carbohydrates,0,B. vulgatus,0.374
A6,Beta-Methyl-D-Glucoside,Carbohydrates,0,B. vulgatus,0.378
B6,D-Xylose,Carbohydrates,0,B. vulgatus,0.426
C6,I-Erythritol,Carbohydrates,0,B. vulgatus,0.37
D6,D-Mannitol,Carbohydrates,0,B. vulgatus,0.378
E6,N-Acetyl-D-glucosamine,Carbohydrates,0,B. vulgatus,0.374
F6,D-Glucosaminic acid,Carboxylic acids,0,B. vulgatus,0.368
G6,Glucose-1-Phosphate,Carbohydrates,0,B. vulgatus,0.37
H6,Alpha-Glycerol-Phosphate,Carbohydrates,0,B. vulgatus,0.366
A7,D-Galactoic acid-gamma-lactone,Carbohydrates,0,B. vulgatus,0.381
B7,D-Galacturonic acid,Carboxylic acids,0,B. vulgatus,0.37
C7,2-Hydroxybenzoic Acid,Phenolic acids,0,B. vulgatus,0.374
D7,4-Hydroxybenzoic acid,Phenolic acids,0,B. vulgatus,0.381
E7,gamma-Hydroxy-Butyric Acid,Carboxylic acids,0,B. vulgatus,0.381
F7,Itaconic acid,Carboxylic acids,0,B. vulgatus,0.381
G7,Alpha-Ketobutyric acid,Carboxylic acids,0,B. vulgatus,0.374
H7,D-Malic acid,Carboxylic acids,0,B. vulgatus,0.371
A8,L-Arginine,Amino acids,0,B. vulgatus,0.369
B8,L-Asparagine,Amino acids,0,B. vulgatus,0.37
C8,L-Phenylalanine,Amino acids,0,B. vulgatus,0.375
D8,L-Serine,Amino acids,0,B. vulgatus,0.376
E8,L-Threonine,Amino acids,0,B. vulgatus,0.373
F8,Glycyl-L-glutamic Acid,Amino acids,0,B. vulgatus,0.372
G8,Phenethylamine,Amines,0,B. vulgatus,0.361
H8,Putrescine,Amines,0,B. vulgatus,0.37
A9,Water,Water,0,B. vulgatus,0.396
B9,Methyl pyruvate,Carboxylic acids,0,B. vulgatus,0.383
C9,Tween 40,Polymers,0,B. vulgatus,0.361
D9,Tween 80,Polymers,0,B. vulgatus,0.369
E9,Alpha-Cyclodextrin,Polymers,0,B. vulgatus,0.383
F9,Glycogen,Polymers,0,B. vulgatus,0.377
G9,D-Cellobiose,Carbohydrates,0,B. vulgatus,0.371
H9,Alpha-D-Lactose,Carbohydrates,0,B. vulgatus,0.376
A10,Beta-Methyl-D-Glucoside,Carbohydrates,0,B. vulgatus,0.377
B10,D-Xylose,Carbohydrates,0,B. vulgatus,0.412
C10,I-Erythritol,Carbohydrates,0,B. vulgatus,0.361
D10,D-Mannitol,Carbohydrates,0,B. vulgatus,0.368
E10,N-Acetyl-D-glucosamine,Carbohydrates,0,B. vulgatus,0.367
F10,D-Glucosaminic acid,Carboxylic acids,0,B. vulgatus,0.373
G10,Glucose-1-Phosphate,Carbohydrates,0,B. vulgatus,0.366
H10,Alpha-Glycerol-Phosphate,Carbohydrates,0,B. vulgatus,0.37
A11,D-Galactoic acid-gamma-lactone,Carbohydrates,0,B. vulgatus,0.382
B11,D-Galacturonic acid,Carboxylic acids,0,B. vulgatus,0.37
C11,2-Hydroxybenzoic Acid,Phenolic acids,0,B. vulgatus,0.393
D11,4-Hydroxybenzoic acid,Phenolic acids,0,B. vulgatus,0.377
E11,gamma-Hydroxy-Butyric Acid,Carboxylic acids,0,B. vulgatus,0.382
F11,Itaconic acid,Carboxylic acids,0,B. vulgatus,0.376
G11,Alpha-Ketobutyric acid,Carboxylic acids,0,B. vulgatus,0.379
H11,D-Malic acid,Carboxylic acids,0,B. vulgatus,0.377
A12,L-Arginine,Amino acids,0,B. vulgatus,0.372
B12,L-Asparagine,Amino acids,0,B. vulgatus,0.358
C12,L-Phenylalanine,Amino acids,0,B. vulgatus,0.361
D12,L-Serine,Amino acids,0,B. vulgatus,0.357
E12,L-Threonine,Amino acids,0,B. vulgatus,0.363
F12,Glycyl-L-glutamic Acid,Amino acids,0,B. vulgatus,0.362
G12,Phenethylamine,Amines,0,B. vulgatus,0.355
H12,Putrescine,Amines,0,B. vulgatus,0.372
A1,Water,Water,12,B. vulgatus,0.298
B1,Methyl pyruvate,Carboxylic acids,12,B. vulgatus,0.678
C1,Tween 40,Polymers,12,B. vulgatus,0.262
D1,Tween 80,Polymers,12,B. vulgatus,0.263
E1,Alpha-Cyclodextrin,Polymers,12,B. vulgatus,0.453
F1,Glycogen,Polymers,12,B. vulgatus,0.32
G1,D-Cellobiose,Carbohydrates,12,B. vulgatus,0.306
H1,Alpha-D-Lactose,Carbohydrates,12,B. vulgatus,0.821
A2,Beta-Methyl-D-Glucoside,Carbohydrates,12,B. vulgatus,0.324
B2,D-Xylose,Carbohydrates,12,B. vulgatus,0.442
C2,I-Erythritol,Carbohydrates,12,B. vulgatus,0.325
D2,D-Mannitol,Carbohydrates,12,B. vulgatus,0.339
E2,N-Acetyl-D-glucosamine,Carbohydrates,12,B. vulgatus,0.385
F2,D-Glucosaminic acid,Carboxylic acids,12,B. vulgatus,0.328
G2,Glucose-1-Phosphate,Carbohydrates,12,B. vulgatus,0.351
H2,Alpha-Glycerol-Phosphate,Carbohydrates,12,B. vulgatus,0.299
A3,D-Galactoic acid-gamma-lactone,Carbohydrates,12,B. vulgatus,0.322
B3,D-Galacturonic acid,Carboxylic acids,12,B. vulgatus,0.334
C3,2-Hydroxybenzoic Acid,Phenolic acids,12,B. vulgatus,0.345
D3,4-Hydroxybenzoic acid,Phenolic acids,12,B. vulgatus,0.34
E3,gamma-Hydroxy-Butyric Acid,Carboxylic acids,12,B. vulgatus,0.359
F3,Itaconic acid,Carboxylic acids,12,B. vulgatus,0.332
